receta_uuid,receta_titulo,ingrediente_id,ingrediente_linea,cantidad_original,cantidad_conv,unidad,ingrediente_nombre,ingrediente_linea_limpia,ingrediente_nombre_limpio,unidad_limpia,tokens_linea,lemas_linea,tokens_ingrediente,lemas_ingrediente,ingrediente_linea_lematizada,ingrediente_nombre_lematizado
86af71ff-e16a-11ed-a921-a96d6180cd25,Arepa Boyacense,8,2 tazas de queso fresco o quesito colombiano,2,2.0,tazas,queso fresco o quesito colombiano,2 tazas de queso fresco o quesito colombiano,queso fresco o quesito colombiano,taza,"['2', 'tazas', 'de', 'queso', 'fresco', 'o', 'quesito', 'colombiano']","['2', 'taza', 'de', 'queso', 'fresco', 'o', 'quesito', 'colombiano']","['queso', 'fresco', 'o', 'quesito', 'colombiano']","['queso', 'fresco', 'o', 'quesito', 'colombiano']",2 taza de queso fresco o quesito colombiano,queso fresco o quesito colombiano
86af7200-e16a-11ed-8d5e-a96d6180cd25,Crema de Avena,1,3 cucharadas de mantequilla,3,3.0,cucharadas,mantequilla,3 cucharadas de mantequilla,mantequilla,cucharada,"['3', 'cucharadas', 'de', 'mantequilla']","['3', 'cucharada', 'de', 'mantequilla']",['mantequilla'],['mantequilla'],3 cucharada de mantequilla,mantequilla
86af7200-e16a-11ed-8d5e-a96d6180cd25,Crema de Avena,2,1 cebolla cortada en cubitos,1,1.0,,cebolla cortada en cubitos,1 cebolla cortada en cubitos,cebolla cortada en cubitos,,"['1', 'cebolla', 'cortada', 'en', 'cubitos']","['1', 'cebolla', 'cortado', 'en', 'cubito']","['cebolla', 'cortada', 'en', 'cubitos']","['cebollo', 'cortado', 'en', 'cubito']",1 cebolla cortado en cubito,cebollo cortado en cubito
86af7200-e16a-11ed-8d5e-a96d6180cd25,Crema de Avena,3,1 cebolla larga cortada en cubitos,1,1.0,,cebolla larga cortada en cubitos,1 cebolla larga cortada en cubitos,cebolla larga cortada en cubitos,,"['1', 'cebolla', 'larga', 'cortada', 'en', 'cubitos']","['1', 'cebollo', 'largo', 'cortado', 'en', 'cubito']","['cebolla', 'larga', 'cortada', 'en', 'cubitos']","['cebollo', 'largo', 'cortado', 'en', 'cubito']",1 cebollo largo cortado en cubito,cebollo largo cortado en cubito
86af7200-e16a-11ed-8d5e-a96d6180cd25,Crema de Avena,4,2 dientes de ajo picados,2,2.0,dientes,ajo picados,2 dientes de ajo picados,ajo picados,diente,"['2', 'dientes', 'de', 'ajo', 'picados']","['2', 'diente', 'de', 'ajo', 'picado']","['ajo', 'picados']","['agir', 'picado']",2 diente de ajo picado,agir picado
86af7200-e16a-11ed-8d5e-a96d6180cd25,Crema de Avena,5,½ cucharadita de comino molido,½,0.5,cucharadita,comino molido,1/2 cucharadita de comino molido,comino molido,cucharadita,"['1/2', 'cucharadita', 'de', 'comino', 'molido']","['1/2', 'cucharaditar', 'de', 'comino', 'molido']","['comino', 'molido']","['comino', 'molido']",1/2 cucharaditar de comino molido,comino molido
86af7200-e16a-11ed-8d5e-a96d6180cd25,Crema de Avena,6,½ taza de hojuelas de avena,½,0.5,taza,hojuelas de avena,1/2 taza de hojuelas de avena,hojuelas de avena,taza,"['1/2', 'taza', 'de', 'hojuelas', 'de', 'avena']","['1/2', 'tazar', 'de', 'hojuela', 'de', 'avena']","['hojuelas', 'de', 'avena']","['hojuela', 'de', 'avena']",1/2 tazar de hojuela de avena,hojuela de avena
86af7200-e16a-11ed-8d5e-a96d6180cd25,Crema de Avena,7,1 papa grande pelada y cortada en cubitos,1,1.0,,papa grande pelada y cortada en cubitos,1 papa grande pelada y cortada en cubitos,papa grande pelada y cortada en cubitos,,"['1', 'papa', 'grande', 'pelada', 'y', 'cortada', 'en', 'cubitos']","['1', 'papa', 'grande', 'pelado', 'y', 'cortar', 'en', 'cubito']","['papa', 'grande', 'pelada', 'y', 'cortada', 'en', 'cubitos']","['papo', 'grande', 'pelado', 'y', 'cortar', 'en', 'cubito']",1 papa grande pelado y cortar en cubito,papo grande pelado y cortar en cubito
86af7200-e16a-11ed-8d5e-a96d6180cd25,Crema de Avena,8,5 tazas de caldo de pollo o de verduras,5,5.0,tazas,caldo de pollo o de verduras,5 tazas de caldo de pollo o de verduras,caldo de pollo o de verduras,taza,"['5', 'tazas', 'de', 'caldo', 'de', 'pollo', 'o', 'de', 'verduras']","['5', 'taza', 'de', 'caldo', 'de', 'pollo', 'o', 'de', 'verdura']","['caldo', 'de', 'pollo', 'o', 'de', 'verduras']","['caldo', 'de', 'pollo', 'o', 'de', 'verdura']",5 taza de caldo de pollo o de verdura,caldo de pollo o de verdura
86af7200-e16a-11ed-8d5e-a96d6180cd25,Crema de Avena,9,1 ½ tazas de leche,1 ½,1.5,tazas,leche,1 1/2 tazas de leche,leche,taza,"['1', '1/2', 'tazas', 'de', 'leche']","['1', '1/2', 'taza', 'de', 'leche']",['leche'],['leche'],1 1/2 taza de leche,leche
86af7200-e16a-11ed-8d5e-a96d6180cd25,Crema de Avena,10,Sal y pimienta al gusto,,,,Sal y pimienta al gusto,sal y pimienta al gusto,sal y pimienta al gusto,,"['sal', 'y', 'pimienta', 'al', 'gusto']","['sal', 'y', 'pimiento', 'al', 'gusto']","['sal', 'y', 'pimienta', 'al', 'gusto']","['sal', 'y', 'pimiento', 'al', 'gusto']",sal y pimiento al gusto,sal y pimiento al gusto
86af7201-e16a-11ed-a13e-a96d6180cd25,Frijoles Rojos Colombianos,1,1 libra frijoles rojos remojados durante la noche,1,1.0,libra,frijoles rojos remojados durante la noche,1 libra frijoles rojos remojados durante la noche,frijoles rojos remojados durante la noche,libra,"['1', 'libra', 'frijoles', 'rojos', 'remojados', 'durante', 'la', 'noche']","['1', 'libra', 'frijol', 'rojo', 'remojado', 'durante', 'el', 'noche']","['frijoles', 'rojos', 'remojados', 'durante', 'la', 'noche']","['frijol', 'rojo', 'remojado', 'durante', 'el', 'noche']",1 libra frijol rojo remojado durante el noche,frijol rojo remojado durante el noche
86af7201-e16a-11ed-a13e-a96d6180cd25,Frijoles Rojos Colombianos,2,1 cebolla cortada en cubitos,1,1.0,,cebolla cortada en cubitos,1 cebolla cortada en cubitos,cebolla cortada en cubitos,,"['1', 'cebolla', 'cortada', 'en', 'cubitos']","['1', 'cebolla', 'cortado', 'en', 'cubito']","['cebolla', 'cortada', 'en', 'cubitos']","['cebollo', 'cortado', 'en', 'cubito']",1 cebolla cortado en cubito,cebollo cortado en cubito
86af7201-e16a-11ed-a13e-a96d6180cd25,Frijoles Rojos Colombianos,3,3 cebollas largas picadas,3,3.0,,cebollas largas picadas,3 cebollas largas picadas,cebollas largas picadas,,"['3', 'cebollas', 'largas', 'picadas']","['3', 'cebolla', 'larga', 'picada']","['cebollas', 'largas', 'picadas']","['cebolla', 'larga', 'picada']",3 cebolla larga picada,cebolla larga picada
86af7201-e16a-11ed-a13e-a96d6180cd25,Frijoles Rojos Colombianos,4,5 dientes de ajo machacados,5,5.0,dientes,ajo machacados,5 dientes de ajo machacados,ajo machacados,diente,"['5', 'dientes', 'de', 'ajo', 'machacados']","['5', 'diente', 'de', 'ajo', 'machacado']","['ajo', 'machacados']","['agir', 'machacado']",5 diente de ajo machacado,agir machacado
86af7201-e16a-11ed-a13e-a96d6180cd25,Frijoles Rojos Colombianos,5,1 pimentón rojo cortado en cubitos,1,1.0,,pimentón rojo cortado en cubitos,1 pimenton rojo cortado en cubitos,pimenton rojo cortado en cubitos,,"['1', 'pimenton', 'rojo', 'cortado', 'en', 'cubitos']","['1', 'pimenton', 'rojo', 'cortado', 'en', 'cubito']","['pimenton', 'rojo', 'cortado', 'en', 'cubitos']","['pimenton', 'rojo', 'cortado', 'en', 'cubito']",1 pimenton rojo cortado en cubito,pimenton rojo cortado en cubito
86af7201-e16a-11ed-a13e-a96d6180cd25,Frijoles Rojos Colombianos,6,1 Pimentón verde cortado en cubitos,1,1.0,,Pimentón verde cortado en cubitos,1 pimenton verde cortado en cubitos,pimenton verde cortado en cubitos,,"['1', 'pimenton', 'verde', 'cortado', 'en', 'cubitos']","['1', 'pimenton', 'verde', 'cortado', 'en', 'cubito']","['pimenton', 'verde', 'cortado', 'en', 'cubitos']","['pimenton', 'verde', 'cortado', 'en', 'cubito']",1 pimenton verde cortado en cubito,pimenton verde cortado en cubito
86af7201-e16a-11ed-a13e-a96d6180cd25,Frijoles Rojos Colombianos,7,1 taza de tomates pelados y cortados en cubitos,1,1.0,taza,tomates pelados y cortados en cubitos,1 taza de tomates pelados y cortados en cubitos,tomates pelados y cortados en cubitos,taza,"['1', 'taza', 'de', 'tomates', 'pelados', 'y', 'cortados', 'en', 'cubitos']","['1', 'taza', 'de', 'tomate', 'pelado', 'y', 'cortado', 'en', 'cubito']","['tomates', 'pelados', 'y', 'cortados', 'en', 'cubitos']","['tomate', 'pelado', 'y', 'cortado', 'en', 'cubito']",1 taza de tomate pelado y cortado en cubito,tomate pelado y cortado en cubito
86af7201-e16a-11ed-a13e-a96d6180cd25,Frijoles Rojos Colombianos,8,½ cucharadita de polvo de achiote o color,½,0.5,cucharadita,polvo de achiote o color,1/2 cucharadita de polvo de achiote o color,polvo de achiote o color,cucharadita,"['1/2', 'cucharadita', 'de', 'polvo', 'de', 'achiote', 'o', 'color']","['1/2', 'cucharaditar', 'de', 'polvo', 'de', 'achiote', 'o', 'color']","['polvo', 'de', 'achiote', 'o', 'color']","['polvo', 'de', 'achiote', 'o', 'color']",1/2 cucharaditar de polvo de achiote o color,polvo de achiote o color
86af7201-e16a-11ed-a13e-a96d6180cd25,Frijoles Rojos Colombianos,9,1 cucharadita de comino molido,1,1.0,cucharadita,comino molido,1 cucharadita de comino molido,comino molido,cucharadita,"['1', 'cucharadita', 'de', 'comino', 'molido']","['1', 'cucharadita', 'de', 'comino', 'molido']","['comino', 'molido']","['comino', 'molido']",1 cucharadita de comino molido,comino molido
86af7201-e16a-11ed-a13e-a96d6180cd25,Frijoles Rojos Colombianos,10,4 tazas de agua,4,4.0,tazas,agua,4 tazas de agua,agua,taza,"['4', 'tazas', 'de', 'agua']","['4', 'taza', 'de', 'agua']",['agua'],['agua'],4 taza de agua,agua
86af7201-e16a-11ed-a13e-a96d6180cd25,Frijoles Rojos Colombianos,11,4 tazas de caldo pollo carne de res o de verduras,4,4.0,tazas,caldo pollo carne de res o de verduras,4 tazas de caldo pollo carne de res o de verduras,caldo pollo carne de res o de verduras,taza,"['4', 'tazas', 'de', 'caldo', 'pollo', 'carne', 'de', 'res', 'o', 'de', 'verduras']","['4', 'taza', 'de', 'caldo', 'pollo', 'carne', 'de', 'r', 'o', 'de', 'verdura']","['caldo', 'pollo', 'carne', 'de', 'res', 'o', 'de', 'verduras']","['caldo', 'pollo', 'carne', 'de', 'r', 'o', 'de', 'verdura']",4 taza de caldo pollo carne de r o de verdura,caldo pollo carne de r o de verdura
86af7201-e16a-11ed-a13e-a96d6180cd25,Frijoles Rojos Colombianos,12,2 zanahorias grandes peladas y en cubitos,2,2.0,,zanahorias grandes peladas y en cubitos,2 zanahorias grandes peladas y en cubitos,zanahorias grandes peladas y en cubitos,,"['2', 'zanahorias', 'grandes', 'peladas', 'y', 'en', 'cubitos']","['2', 'zanahoria', 'grande', 'pelada', 'y', 'en', 'cubito']","['zanahorias', 'grandes', 'peladas', 'y', 'en', 'cubitos']","['zanahoria', 'grande', 'pelada', 'y', 'en', 'cubito']",2 zanahoria grande pelada y en cubito,zanahoria grande pelada y en cubito
86af7201-e16a-11ed-a13e-a96d6180cd25,Frijoles Rojos Colombianos,13,¼ taza de cebolla picada,¼,0.25,taza,cebolla picada,1/4 taza de cebolla picada,cebolla picada,taza,"['1/4', 'taza', 'de', 'cebolla', 'picada']","['1/4', 'taza', 'de', 'cebolla', 'picado']","['cebolla', 'picada']","['cebollo', 'picado']",1/4 taza de cebolla picado,cebollo picado
86af7201-e16a-11ed-a13e-a96d6180cd25,Frijoles Rojos Colombianos,14,Cilantro o perejil,,,,Cilantro o perejil,cilantro o perejil,cilantro o perejil,,"['cilantro', 'o', 'perejil']","['cilantro', 'o', 'perejil']","['cilantro', 'o', 'perejil']","['cilantro', 'o', 'perejil']",cilantro o perejil,cilantro o perejil
86af7201-e16a-11ed-a13e-a96d6180cd25,Frijoles Rojos Colombianos,15,Sal y pimienta al gusto,,,,Sal y pimienta al gusto,sal y pimienta al gusto,sal y pimienta al gusto,,"['sal', 'y', 'pimienta', 'al', 'gusto']","['sal', 'y', 'pimiento', 'al', 'gusto']","['sal', 'y', 'pimienta', 'al', 'gusto']","['sal', 'y', 'pimiento', 'al', 'gusto']",sal y pimiento al gusto,sal y pimiento al gusto
86af7202-e16a-11ed-b0e0-a96d6180cd25,Chuleta Valluna,1,2 libras de lomo de cerdo,2,2.0,libras,lomo de cerdo,2 libras de lomo de cerdo,lomo de cerdo,libras,"['2', 'libras', 'de', 'lomo', 'de', 'cerdo']","['2', 'libras', 'de', 'lomo', 'de', 'cerdo']","['lomo', 'de', 'cerdo']","['lomo', 'de', 'cerdo']",2 libras de lomo de cerdo,lomo de cerdo
86af7202-e16a-11ed-b0e0-a96d6180cd25,Chuleta Valluna,2,Sal y pimienta al gusto,,,,Sal y pimienta al gusto,sal y pimienta al gusto,sal y pimienta al gusto,,"['sal', 'y', 'pimienta', 'al', 'gusto']","['sal', 'y', 'pimiento', 'al', 'gusto']","['sal', 'y', 'pimienta', 'al', 'gusto']","['sal', 'y', 'pimiento', 'al', 'gusto']",sal y pimiento al gusto,sal y pimiento al gusto
86af7202-e16a-11ed-b0e0-a96d6180cd25,Chuleta Valluna,3,3 dientes de ajo picados,3,3.0,dientes,ajo picados,3 dientes de ajo picados,ajo picados,diente,"['3', 'dientes', 'de', 'ajo', 'picados']","['3', 'diente', 'de', 'ajo', 'picado']","['ajo', 'picados']","['agir', 'picado']",3 diente de ajo picado,agir picado
86af7202-e16a-11ed-b0e0-a96d6180cd25,Chuleta Valluna,4,3 cucharadas de cebolla larga finamente picada,3,3.0,cucharadas,cebolla larga finamente picada,3 cucharadas de cebolla larga finamente picada,cebolla larga finamente picada,cucharada,"['3', 'cucharadas', 'de', 'cebolla', 'larga', 'finamente', 'picada']","['3', 'cucharada', 'de', 'cebolla', 'largo', 'finamente', 'picado']","['cebolla', 'larga', 'finamente', 'picada']","['cebollo', 'largo', 'finamente', 'picado']",3 cucharada de cebolla largo finamente picado,cebollo largo finamente picado
86af7202-e16a-11ed-b0e0-a96d6180cd25,Chuleta Valluna,5,3 cucharadas de cebolla blanca finamente picada,3,3.0,cucharadas,cebolla blanca finamente picada,3 cucharadas de cebolla blanca finamente picada,cebolla blanca finamente picada,cucharada,"['3', 'cucharadas', 'de', 'cebolla', 'blanca', 'finamente', 'picada']","['3', 'cucharada', 'de', 'cebolla', 'blanco', 'finamente', 'picado']","['cebolla', 'blanca', 'finamente', 'picada']","['cebollo', 'blanco', 'finamente', 'picado']",3 cucharada de cebolla blanco finamente picado,cebollo blanco finamente picado
86af7202-e16a-11ed-b0e0-a96d6180cd25,Chuleta Valluna,6,½ cucharadita de comino molido,½,0.5,cucharadita,comino molido,1/2 cucharadita de comino molido,comino molido,cucharadita,"['1/2', 'cucharadita', 'de', 'comino', 'molido']","['1/2', 'cucharaditar', 'de', 'comino', 'molido']","['comino', 'molido']","['comino', 'molido']",1/2 cucharaditar de comino molido,comino molido
86af7202-e16a-11ed-b0e0-a96d6180cd25,Chuleta Valluna,7,¾ de taza de harina para todo uso,¾,0.75,,de taza de harina para todo uso,3/4 de taza de harina para todo uso,de taza de harina para todo uso,,"['3/4', 'de', 'taza', 'de', 'harina', 'para', 'todo', 'uso']","['3/4', 'de', 'taza', 'de', 'harina', 'para', 'todo', 'uso']","['de', 'taza', 'de', 'harina', 'para', 'todo', 'uso']","['de', 'taza', 'de', 'harina', 'para', 'todo', 'uso']",3/4 de taza de harina para todo uso,de taza de harina para todo uso
86af7202-e16a-11ed-b0e0-a96d6180cd25,Chuleta Valluna,8,1 cucharada de sazón con color,1,1.0,cucharada,sazón con color,1 cucharada de sazon con color,sazon con color,cucharada,"['1', 'cucharada', 'de', 'sazon', 'con', 'color']","['1', 'cucharada', 'de', 'sazon', 'con', 'color']","['sazon', 'con', 'color']","['sazon', 'con', 'color']",1 cucharada de sazon con color,sazon con color
86af7202-e16a-11ed-b0e0-a96d6180cd25,Chuleta Valluna,9,4 huevos,4,4.0,,huevos,4 huevos,huevos,,"['4', 'huevos']","['4', 'huevo']",['huevos'],['huevo'],4 huevo,huevo
86af7202-e16a-11ed-b0e0-a96d6180cd25,Chuleta Valluna,10,1 taza de pan rallado,1,1.0,taza,pan rallado,1 taza de pan rallado,pan rallado,taza,"['1', 'taza', 'de', 'pan', 'rallado']","['1', 'taza', 'de', 'pan', 'rallado']","['pan', 'rallado']","['pan', 'rallado']",1 taza de pan rallado,pan rallado
86af7202-e16a-11ed-b0e0-a96d6180cd25,Chuleta Valluna,11,6 cucharadas de aceite vegetal,6,6.0,cucharadas,aceite vegetal,6 cucharadas de aceite vegetal,aceite vegetal,cucharada,"['6', 'cucharadas', 'de', 'aceite', 'vegetal']","['6', 'cucharada', 'de', 'aceite', 'vegetal']","['aceite', 'vegetal']","['aceite', 'vegetal']",6 cucharada de aceite vegetal,aceite vegetal
86af7202-e16a-11ed-b0e0-a96d6180cd25,Chuleta Valluna,12,Chuleta Valluna,,,,Chuleta Valluna,chuleta valluna,chuleta valluna,,"['chuleta', 'valluna']","['chuleta', 'vallún']","['chuleta', 'valluna']","['chuleta', 'vallún']",chuleta vallún,chuleta vallún
86af7203-e16a-11ed-ae69-a96d6180cd25,Arepa con Camarones y Hogao,1,2 arepas asadas,2,2.0,,arepas asadas,2 arepas asadas,arepas asadas,,"['2', 'arepas', 'asadas']","['2', 'arepa', 'asada']","['arepas', 'asadas']","['arepa', 'asada']",2 arepa asada,arepa asada
86af7203-e16a-11ed-ae69-a96d6180cd25,Arepa con Camarones y Hogao,2,12 camarones medianos limpios y desvenados,12,12.0,,camarones medianos limpios y desvenados,12 camarones medianos limpios y desvenados,camarones medianos limpios y desvenados,,"['12', 'camarones', 'medianos', 'limpios', 'y', 'desvenados']","['12', 'camarón', 'mediano', 'limpio', 'y', 'desvenado']","['camarones', 'medianos', 'limpios', 'y', 'desvenados']","['camarón', 'mediano', 'limpio', 'y', 'desvenado']",12 camarón mediano limpio y desvenado,camarón mediano limpio y desvenado
86af7203-e16a-11ed-ae69-a96d6180cd25,Arepa con Camarones y Hogao,3,Sal y pimienta,,,,Sal y pimienta,sal y pimienta,sal y pimienta,,"['sal', 'y', 'pimienta']","['sal', 'y', 'pimienta']","['sal', 'y', 'pimienta']","['sal', 'y', 'pimienta']",sal y pimienta,sal y pimienta
86af7203-e16a-11ed-ae69-a96d6180cd25,Arepa con Camarones y Hogao,4,2 tazas de hogao Mira la receta,2,2.0,tazas,hogao Mira la receta,2 tazas de hogao mira la receta,hogao mira la receta,taza,"['2', 'tazas', 'de', 'hogao', 'mira', 'la', 'receta']","['2', 'taza', 'de', 'hogao', 'mirar', 'el', 'receta']","['hogao', 'mira', 'la', 'receta']","['hogao', 'mirar', 'el', 'receta']",2 taza de hogao mirar el receta,hogao mirar el receta
86af7203-e16a-11ed-ae69-a96d6180cd25,Arepa con Camarones y Hogao,5,Cilantro fresco para adornar,,,,Cilantro fresco para adornar,cilantro fresco para adornar,cilantro fresco para adornar,,"['cilantro', 'fresco', 'para', 'adornar']","['cilantro', 'fresco', 'para', 'adornar']","['cilantro', 'fresco', 'para', 'adornar']","['cilantro', 'fresco', 'para', 'adornar']",cilantro fresco para adornar,cilantro fresco para adornar
86af7204-e16a-11ed-b87d-a96d6180cd25,Albóndigas de Pescado,1,"1 libra de pescado blanco cortado en trozos pequeños halibut, tilapia o mahi-mahi",1,1.0,libra,"pescado blanco cortado en trozos pequeños halibut, tilapia o mahi-mahi","1 libra de pescado blanco cortado en trozos pequenos halibut, tilapia o mahi mahi","pescado blanco cortado en trozos pequenos halibut, tilapia o mahi mahi",libra,"['1', 'libra', 'de', 'pescado', 'blanco', 'cortado', 'en', 'trozos', 'pequenos', 'halibut', 'tilapia', 'o', 'mahi', 'mahi']","['1', 'libra', 'de', 'pescado', 'blanco', 'cortado', 'en', 'trozo', 'pequeno', 'halibut', 'tilapio', 'o', 'mahi', 'mahi']","['pescado', 'blanco', 'cortado', 'en', 'trozos', 'pequenos', 'halibut', 'tilapia', 'o', 'mahi', 'mahi']","['pescado', 'blanco', 'cortado', 'en', 'trozo', 'pequeno', 'halibut', 'tilapio', 'o', 'mahi', 'mahi']",1 libra de pescado blanco cortado en trozo pequeno halibut tilapio o mahi mahi,pescado blanco cortado en trozo pequeno halibut tilapio o mahi mahi
86af7204-e16a-11ed-b87d-a96d6180cd25,Albóndigas de Pescado,2,1 taza de migas de pan,1,1.0,taza,migas de pan,1 taza de migas de pan,migas de pan,taza,"['1', 'taza', 'de', 'migas', 'de', 'pan']","['1', 'taza', 'de', 'miga', 'de', 'pan']","['migas', 'de', 'pan']","['miga', 'de', 'pan']",1 taza de miga de pan,miga de pan
86af7204-e16a-11ed-b87d-a96d6180cd25,Albóndigas de Pescado,3,½ cebolla picada,½,0.5,,cebolla picada,1/2 cebolla picada,cebolla picada,,"['1/2', 'cebolla', 'picada']","['1/2', 'cebollo', 'picado']","['cebolla', 'picada']","['cebollo', 'picado']",1/2 cebollo picado,cebollo picado
86af7204-e16a-11ed-b87d-a96d6180cd25,Albóndigas de Pescado,4,3 dientes de ajo picados,3,3.0,dientes,ajo picados,3 dientes de ajo picados,ajo picados,diente,"['3', 'dientes', 'de', 'ajo', 'picados']","['3', 'diente', 'de', 'ajo', 'picado']","['ajo', 'picados']","['agir', 'picado']",3 diente de ajo picado,agir picado
86af7204-e16a-11ed-b87d-a96d6180cd25,Albóndigas de Pescado,5,½ pimentón rojo picado,½,0.5,,pimentón rojo picado,1/2 pimenton rojo picado,pimenton rojo picado,,"['1/2', 'pimenton', 'rojo', 'picado']","['1/2', 'pimenton', 'rojo', 'picado']","['pimenton', 'rojo', 'picado']","['pimenton', 'rojo', 'picado']",1/2 pimenton rojo picado,pimenton rojo picado
86af7204-e16a-11ed-b87d-a96d6180cd25,Albóndigas de Pescado,6,1 huevo batido,1,1.0,,huevo batido,1 huevo batido,huevo batido,,"['1', 'huevo', 'batido']","['1', 'huevo', 'batido']","['huevo', 'batido']","['huevo', 'batido']",1 huevo batido,huevo batido
86af7204-e16a-11ed-b87d-a96d6180cd25,Albóndigas de Pescado,7,Sal y pimienta,,,,Sal y pimienta,sal y pimienta,sal y pimienta,,"['sal', 'y', 'pimienta']","['sal', 'y', 'pimienta']","['sal', 'y', 'pimienta']","['sal', 'y', 'pimienta']",sal y pimienta,sal y pimienta
